"Id","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","Target"
928,4,"1","2",NA,312,0,1,"1","18",6,0,"2","6",11340,0,0,0,1,"14",1200,5,"3","2","7",0,NA,"3",NA,"1","6",0,1923,"4","2",0,0,"1","3",1200,NA,"4",84,"5","2","1","3",0,30,"4",-0.0827141629117815,"3","2","4",1200,NA,"15","5",1,1950,"4",49,1200,7,"6","1",0,"4",0,0,"5",128595600,0,"9",3,2006,"4","2",228,"3",0,1923,"1","4",125000
929,3,"5","5",NA,484,0,1,"1","20",6,124,"5","2",7153,793,1,0,2,"13",1603,5,"3","2","7",0,NA,"3",NA,"3","6",0,1992,"4","2",0,0,"1","2",761,NA,"3",65,"4","2","5","3",387,60,"3",149769.955580013,"6","2","4",374,NA,"14","1",2,1992,"4",49,810,7,"1","1",0,"3",0,0,"3",51165409,0,"9",7,2006,"5","2",0,"3",0,1992,"1","4",175900
930,2,"5","5",NA,624,0,1,"1","19",5,24,"5","6",8480,0,0,0,1,"7",970,6,"3","2","7",192,NA,"3",NA,"2","6",0,1996,"4","2",0,0,"1","3",970,NA,"4",80,"4","2","1","3",630,20,"4",396901.209802983,"3","4","4",340,NA,"7","5",2,1963,"4",25,970,5,"3","1",0,"4",0,1,"5",71910400,0,"9",7,2007,"5","2",0,"3",0,1963,"1","4",132500
931,3,"5","5",NA,522,0,1,"1","6",8,151,"5","2",11838,0,0,202,2,"13",1788,5,"3","2","7",0,"5","3",NA,"3","6",1,2001,"4","2",0,0,"1","2",1753,NA,"3",NA,"4","2","5","3",0,20,"3",-0.889205861335796,"3","4","1",1753,NA,"14","1",2,2001,"4",49,1788,7,"6","2",0,"1",0,0,"5",140138244,0,"9",6,2009,"5","2",0,"3",0,2001,"1","4",236500
932,5,"5","5","1",520,1150,1,"1","18",6,547,"2","6",10440,1208,0,0,2,"4",2792,7,"3","2","5",480,"5","3","3","1","6",2,1920,"4","2",0,0,"1","3",1510,"3","3",60,"5","2","1","3",493,50,"3",243050.668298809,"1","2","4",1017,NA,"15","1",2,1950,"4",64,1584,8,"4","2",0,"4",0,0,"3",108993600,0,"9",6,2008,"5","3",0,"3",0,1920,"1","4",256000
933,4,"5","5",NA,628,0,1,"1","24",7,27,"5","2",26178,1281,1,320,2,"9",2519,5,"3","2","7",0,"3","2",NA,"3","6",2,1989,"4","2",0,0,"1","2",1210,NA,"3",42,"4","2","5","3",965,60,"3",931227.889244057,"6","4","2",245,NA,"9","1",2,1990,"1",81,1238,9,"3","2",0,"3",0,1,"5",685287684,293,"9",4,2006,"5","2",0,"3",0,1989,"2","4",335000
934,4,"5","5",NA,490,0,1,"1","13",6,84,"5","2",9247,858,1,0,1,"7",1716,6,"3","2","7",120,"3","2",NA,"2","6",1,1962,"4","2",0,0,"1","1",858,NA,"4",70,"4","2","5","3",319,60,"4",101761.799364578,"6","2","4",539,NA,"7","1",2,1962,"1",64,858,8,"5","2",0,"4",0,0,"5",85507009,318,"9",3,2008,"5","2",0,"3",0,1962,"1","4",171000
935,1,"5","5",NA,588,0,1,"5","16",8,140,"5","2",12677,0,1,185,1,"9",1518,5,"3","2","7",0,"3","2",NA,"3","6",1,2003,"4","2",0,0,"1","2",1518,NA,"1",62,"4","2","5","3",1218,120,"1",1483523.42001487,"3","4","2",300,NA,"9","1",2,2004,"1",36,1518,6,"3","2",0,"1",0,0,"5",160706329,472,"9",4,2008,"5","2",0,"3",0,2003,"1","4",274000
936,3,"1","5",NA,336,0,1,"1","13",6,40,"5","2",11988,0,1,0,1,"13",1244,6,"3","2","7",0,"3","3",NA,"2","6",2,1957,"4","2",0,0,"1","3",1244,NA,"4",90,"4","2","1","2",777,20,"4",603729.361430826,"3","2","4",467,NA,"14","1",1,1957,"1",36,1244,6,"5","1",0,"4",0,0,"5",143712144,0,"9",5,2007,"5","2",0,"3",0,1957,"1","4",150000
937,2,"5","5","2",572,0,1,"1","21",7,121,"5","2",7200,0,0,216,2,"13",1301,5,"3","2","7",0,"3","3",NA,"3","6",1,2006,"4","2",0,0,"1","2",1293,NA,"3",60,"2","2","5","3",0,20,"3",-0.027641468549554,"3","2","4",1293,NA,"14","1",2,2006,"4",25,1301,5,"6","2",0,"3",0,1,"5",51840000,0,"7",8,2006,"6","2",0,"3",0,2006,"1","2",187750
938,3,"5","5",NA,453,0,1,"1","13",6,108,"5","2",7590,688,1,188,1,"13",1348,5,"3","2","7",0,"2","2",NA,"2","6",1,1966,"4","2",0,0,"1","2",660,NA,"4",69,"4","2","5","5",512,60,"4",262143.020137915,"6","2","4",148,NA,"14","5",2,1966,"4",36,660,6,"2","3",0,"4",0,0,"5",57608100,266,"9",7,2006,"5","2",0,"3",0,1966,"1","4",155000
939,3,"5","5",NA,530,0,1,"1","6",7,36,"5","2",12803,0,0,192,2,"13",1494,5,"3","2","7",0,"5","2",NA,"3","6",1,2002,"4","2",0,0,"1","2",1494,NA,"3",88,"4","2","5","3",922,20,"3",850084.732223315,"3","2","3",572,NA,"14","1",2,2002,"1",36,1494,6,"3","1",0,"3",0,1,"5",163916809,99,"9",9,2008,"5","2",0,"3",0,2002,"1","4",221000
940,3,"5","5",NA,264,0,1,"4","3",5,0,"5","6",1680,672,1,185,2,"6",1302,7,"3","2","7",0,NA,"2",NA,"2","6",0,1972,"4","2",0,0,"1","3",630,NA,"4",21,"5","2","5","3",231,160,"4",53360.0544058389,"6","2","4",399,NA,"6","5",1,1972,"4",36,630,6,"1","1",0,"4",0,0,"5",2822400,268,"9",2,2009,"5","2",0,"3",0,1972,"1","4",119500
941,1,"5",NA,NA,0,0,1,"5","11",4,24,NA,NA,1491,0,0,96,1,"6",630,6,"3","2","7",0,NA,"3",NA,"2","3",0,NA,"4","2",0,0,"1",NA,630,NA,"3",21,"5","2","5","3",150,180,"4",22500.3964112329,"7","2","1",0,NA,"6","1",0,1972,"4",9,630,3,"4","2",0,"4",480,1,"5",2223081,0,"9",5,2010,"5","2",0,"3",0,1972,"1","4",75500
942,2,"1","5",NA,308,0,1,"1","18",4,0,"5","6",6000,0,0,0,1,"9",960,4,"3","2","7",0,NA,"3",NA,"3","6",0,1997,"4","2",0,0,"1","3",960,NA,"4",50,"5","2","5","3",250,30,"4",62500.5748316352,"3","4","4",710,NA,"9","3",1,1950,"4",25,960,5,"1","2",0,"2",0,0,"5",3.6e+07,0,"9",7,2007,"5","2",168,"3",0,1920,"1","4",108500
943,3,"5","5",NA,315,0,1,"1","13",6,0,"5","2",10496,678,0,0,2,"14",1846,6,"3","2","7",0,"3","2","2","2","6",1,1949,"4","2",0,0,"1","3",1040,NA,"4",78,"4","2","5","1",196,50,"4",38415.7919896914,"1","2","3",844,NA,"15","1",1,1950,"4",49,1168,7,"5","1",0,"4",0,0,"5",110166016,320,"9",1,2007,"5","2",0,"3",0,1949,"1","4",143000
944,2,"5","5","2",576,0,1,"2","18",4,32,"5","6",6000,0,0,0,1,"9",936,4,"3","1","4",0,NA,"3",NA,"2","6",0,1974,"1","2",0,0,"1","3",936,NA,"2",60,"5","2","5","3",0,20,"2",1.36650091955199,"3","2","4",936,NA,"9","5",2,1953,"4",16,936,4,"6","1",0,"4",0,0,"5",3.6e+07,0,"9",2,2009,"5","2",112,"3",0,1953,"2","4",93000
945,3,"5","5",NA,676,0,1,"1","21",8,30,"5","2",9000,804,1,0,2,"13",1590,5,"3","2","7",0,NA,"3",NA,"3","6",0,2008,"4","2",0,0,"1","2",768,NA,"3",75,"2","2","5","3",0,60,"3",-0.618413307932097,"6","2","4",768,NA,"14","1",2,2008,"4",36,786,6,"6","1",0,"3",0,0,"5",8.1e+07,0,"9",6,2009,"5","2",0,"3",0,2008,"1","4",210000
946,4,"5","5",NA,410,0,2,"3","20",5,0,"5","2",7018,0,0,0,2,"7",1535,5,"3","2","7",0,NA,"3",NA,"4",NA,0,1979,"1","2",0,0,"1","3",0,NA,NA,64,"4","2","5","3",0,90,"4",0.99211882334815,"3","2",NA,0,NA,"7","5",2,1979,"4",64,1535,8,NA,"2",0,"4",0,0,"2",49252324,0,"9",6,2009,"3","2",0,"3",0,1979,"1",NA,118964
947,5,"5","5",NA,564,0,1,"1","13",7,0,"5","4",11275,1080,1,240,2,"14",2978,7,"3","2","7",0,"3","2",NA,"2","6",1,1961,"4","2",0,0,"1","1",710,NA,"3",96,"4","7","1","5",0,80,"3",-0.814647451357617,"8","5","4",710,NA,"15","1",2,2007,"4",121,1898,11,"6","1",0,"3",0,0,"3",127125625,300,"9",6,2010,"5","2",0,"3",0,1967,"1","4",242000
948,2,"5","5",NA,405,0,1,"5","12",6,199,"5","2",4500,0,0,0,2,"13",1337,5,"3","2","7",0,NA,"2",NA,"3","6",0,1998,"4","2",0,0,"1","1",1237,NA,"1",32,"5","2","3","3",1201,120,"4",1442400.69709684,"3","4","4",36,NA,"14","1",2,1998,"4",25,1337,5,"3","1",0,"4",0,1,"3",20250000,443,"9",3,2006,"5","2",0,"3",0,1998,"1","2",153500
949,2,"5","5",NA,470,0,1,"1","12",6,0,"5","2",7540,0,0,0,1,"13",912,6,"3","2","7",192,"5","3","3","2","6",1,1978,"4","2",0,0,"1","2",888,NA,"3",NA,"4","2","2","3",773,85,"4",597528.094558191,"7","2","1",115,NA,"14","1",2,1978,"1",25,912,5,"3","3",0,"4",0,1,"5",56851600,0,"9",6,2007,"5","2",0,"3",0,1978,"1","4",156000
950,3,"5","5",NA,360,0,1,"1","19",5,0,"5","6",8281,0,0,0,1,"9",864,5,"3","2","7",0,"4","3","2","2","2",1,1965,"4","2",0,0,"1","3",864,NA,"4",60,"4","2","5","3",553,20,"4",305810.068026638,"3","2","4",0,NA,"9","3",1,1965,"1",25,864,5,"5","3",0,"4",311,0,"5",68574961,0,"9",12,2009,"5","2",236,"3",0,1965,"1","4",62383
951,3,"2","5",NA,240,0,1,"1","8",5,0,"5","6",8160,378,1,0,1,"9",1134,6,"2","1","7",0,NA,"3",NA,"1","6",0,1940,"4","2",0,0,"1","3",756,NA,"4",60,"4","2","5","3",312,50,"4",97342.791858018,"1","2","4",444,NA,"9","2",1,1950,"4",49,756,7,"1","2",0,"4",0,1,"5",66585600,0,"9",4,2007,"2","2",0,"3",0,1940,"1","4",126000
952,4,"5","5",NA,738,0,1,"1","16",9,0,"5","2",8834,762,1,184,2,"13",2224,5,"3","2","7",0,"3","4",NA,"3","6",1,2004,"4","2",0,0,"1","1",1462,NA,"1",74,"4","2","5","3",1170,60,"3",1368901.87450176,"6","4","4",292,NA,"14","1",3,2005,"4",100,1462,10,"3","2",0,"1",0,1,"5",78039556,216,"9",6,2009,"5","2",0,"3",0,2004,"1","4",350000
953,3,"5","5",NA,390,0,1,"1","9",7,0,"5","4",8755,1038,1,0,2,"13",2060,5,"3","2","7",0,"5","2","1","3","6",1,1999,"4","2",0,0,"1","2",992,NA,"3",NA,"4","2","3","9",772,60,"3",595984.351299876,"6","2","4",220,NA,"14","1",2,1999,"1",64,1022,8,"1","3",0,"3",0,1,"5",76650025,298,"9",6,2009,"5","2",0,"3",168,1999,"1","4",214000
954,1,"1","5",NA,308,0,1,"1","10",2,0,"5","6",9000,0,0,0,0,"1",480,3,"3","1","7",0,NA,"3",NA,"2","6",0,1958,"4","2",0,0,"1","3",480,NA,"4",50,"1","2","5","3",50,20,"4",2500.1108682724,"3","2","1",430,NA,"1","5",1,1950,"4",16,480,4,"2","2",0,"4",0,1,"5",8.1e+07,0,"9",10,2006,"1","2",0,"3",0,1949,"1","4",35311
955,2,"5","5",NA,582,0,1,"5","22",8,0,"5","2",4920,0,0,0,2,"6",1338,5,"3","2","7",0,NA,"3",NA,"3","6",0,2001,"4","2",0,0,"1","1",1338,NA,"3",41,"4","2","5","3",616,120,"3",379454.74018947,"3","2","3",722,NA,"6","1",2,2001,"4",36,1338,6,"3","2",0,"3",0,1,"5",24206400,0,"9",4,2010,"5","2",170,"3",0,2001,"1","4",213500
956,3,"5","5",NA,288,0,1,"1","13",5,28,"5","2",12144,0,0,0,1,"7",1268,7,"3","2","7",0,"3","3",NA,"2","6",1,1949,"4","2",0,232,"1","3",832,"2","4",60,"4","2","5","3",375,40,"3",140625.125568657,"3","2","4",457,NA,"7","3",1,1950,"4",36,1036,6,"5","2",0,"4",0,0,"5",147476736,0,"9",9,2009,"5","2",0,"3",0,1949,"1","4",133000
957,3,"5","5",NA,1025,0,1,"1","21",8,46,"5","2",9000,871,1,208,2,"13",1959,5,"3","2","7",0,"3","3",NA,"3","6",1,2006,"4","2",0,0,"1","2",1088,NA,"3",75,"2","2","5","3",0,60,"3",-1.12528633915182,"6","2","1",1088,NA,"14","1",3,2006,"4",64,1088,8,"6","1",0,"3",0,0,"5",8.1e+07,0,"9",12,2007,"5","2",0,"3",0,2006,"1","4",270000
958,3,"5","5",NA,630,0,1,"1","9",7,36,"5","2",14572,0,0,144,2,"13",1530,5,"3","2","7",0,"3","3",NA,"3","6",1,2004,"4","2",0,0,"1","1",1530,NA,"3",182,"4","2","1","3",1300,20,"3",1689999.15394679,"3","4","1",230,NA,"14","1",3,2004,"3",49,1530,7,"3","1",0,"3",0,1,"5",212343184,0,"9",11,2007,"4","2",0,"3",0,2004,"1","4",259000
959,4,"5","5",NA,483,0,1,"1","13",6,50,"5","2",7056,813,1,0,1,"7",1796,5,"3","2","7",0,"5","2",NA,"2","6",1,1963,"4","2",0,0,"1","2",780,NA,"4",71,"4","2","5","3",400,60,"4",159999.834273269,"6","4","4",380,NA,"7","5",2,1963,"4",64,983,8,"2","1",0,"4",0,1,"5",49787136,415,"9",10,2008,"5","2",0,"3",0,1963,"1","4",140000
960,3,"5","5",NA,552,0,1,"1","6",5,0,"5","2",9800,0,0,256,1,"13",894,7,"3","2","7",0,NA,"3","2","3","6",0,1975,"4","2",0,0,"1","3",894,NA,"4",70,"4","2","1","3",894,20,"4",799237.187291924,"3","2","4",0,NA,"14","5",2,1972,"4",25,894,5,"1","2",0,"4",0,1,"5",96040000,0,"9",7,2006,"1","2",0,"3",0,1972,"1","4",149900
961,3,"5","5",NA,719,0,1,"1","20",7,244,"5","2",10357,0,0,0,2,"7",1442,5,"3","2","7",0,"5","3",NA,"3","6",1,1990,"4","2",0,0,"1","1",910,NA,"3",114,"4","2","1","2",738,20,"3",544642.876506133,"3","4","3",172,NA,"7","3",2,1991,"1",36,1442,6,"3","1",0,"3",0,1,"5",107267449,0,"9",5,2007,"5","2",0,"3",0,1990,"1","4",179900
962,2,"2",NA,NA,0,0,1,"1","8",6,8,NA,NA,9600,524,0,0,1,"14",1096,5,"1","1","7",0,NA,"3",NA,"1","6",0,NA,"4","2",0,0,"1",NA,572,NA,"4",60,"4","2","1","1",0,50,"4",0.714030131139502,"1","2","4",572,NA,"15","2",0,1950,"4",25,572,5,"6","1",0,"4",0,0,"5",92160000,0,"9",4,2008,"5","4",128,"3",0,1924,"1","4",79000
963,1,"5","5",NA,500,0,1,"5","25",8,30,"5","2",14963,0,1,120,1,"4",1288,5,"3","2","7",224,"3","3",NA,"3","6",2,1996,"4","2",0,0,"1","1",1260,NA,"3",38,"4","2","5","3",786,120,"3",617795.622250234,"3","2","4",474,NA,"4","1",2,1996,"2",16,1288,4,"3","3",0,"1",0,1,"5",223891369,0,"9",12,2008,"5","2",0,"3",0,1996,"1","4",245500
964,3,"5","5","1",686,0,1,"1","18",5,78,"3","6",10440,581,0,70,2,"9",1539,8,"2","2","7",0,"4","3",NA,"3","6",1,1983,"4","2",0,0,"1","3",650,NA,"4",60,"5","2","5","3",0,70,"4",0.162731176603443,"6","2","4",650,NA,"9","3",2,2002,"4",64,958,8,"6","3",0,"3",0,0,"5",108993600,0,"9",6,2008,"5","2",68,"3",0,1904,"1","4",157500
965,2,"1","5",NA,576,0,1,"1","4",7,112,"5","6",6120,0,0,48,1,"14",854,8,"3","2","7",0,NA,"3","1","1","6",0,1991,"4","2",0,0,"1","3",832,NA,"4",51,"5","2","1","3",0,45,"4",-0.88419658544192,"2","2","4",832,NA,"15","1",2,2001,"4",25,854,5,"6","1",0,"4",0,0,"5",37454400,0,"9",7,2007,"5","2",0,"3",0,1929,"1","4",132000
966,3,"5","5",NA,492,0,1,"1","19",6,12,"5","2",8471,0,0,292,1,"7",1212,7,"3","2","7",0,"5","2","2","2","6",1,1978,"4","2",0,0,"1","3",506,NA,"3",88,"4","2","1","3",506,80,"4",256035.45689007,"8","2","1",0,NA,"11","5",2,1995,"1",36,1212,6,"1","2",0,"4",0,1,"5",71757841,46,"9",7,2006,"5","2",0,"3",0,1977,"1","2",151000
967,5,"5","5",NA,796,0,1,"1","14",8,55,"5","2",14541,1168,1,209,2,"9",2520,7,"3","2","7",0,"5","3",NA,"3","6",1,1993,"4","2",0,0,"1","2",1338,NA,"3",NA,"4","2","1","3",1012,60,"3",1024144.85167007,"6","2","4",326,NA,"9","1",3,1993,"1",100,1352,10,"3","1",0,"3",0,1,"3",211440681,0,"9",11,2006,"1","2",0,"3",0,1993,"1","2",310000
968,2,"5","5","1",720,0,1,"1","18",5,0,"5","6",10800,0,0,229,1,"12",1130,6,"3","2","7",0,"3","3",NA,"1","6",1,1970,"4","2",0,0,"1","3",1120,NA,"4",60,"4","2","5","3",821,30,"4",674043.251066616,"3","4","4",299,NA,"13","1",2,1950,"4",25,1130,5,"5","3",0,"4",0,1,"5",116640000,0,"9",6,2006,"5","2",0,"3",0,1920,"1","4",120000
969,3,"5","5",NA,576,0,1,"1","19",5,0,"5","2",25339,0,0,0,2,"14",1416,7,"1","2","7",0,NA,"3",NA,"1","6",0,2007,"4","2",0,0,"1","3",816,NA,"4",NA,"4","2","5","3",0,30,"4",0.715659827598484,"3","2","4",816,NA,"15","1",2,2007,"4",49,1416,7,"6","3",0,"3",0,0,"3",642064921,0,"9",8,2007,"5","2",112,"3",0,1918,"1","4",112000
970,3,"5","5",NA,574,0,1,"1","20",7,90,"5","2",9938,887,1,156,2,"9",1949,5,"3","2","7",0,"5","2","1","3","6",1,1993,"4","2",0,0,"1","1",1050,NA,"3",80,"4","2","5","3",750,60,"3",562499.912818773,"6","2","4",300,NA,"9","1",2,1994,"4",64,1062,8,"3","2",0,"3",0,1,"5",98763844,246,"9",6,2010,"5","2",0,"3",0,1993,"1","4",236000
971,2,"5","5",NA,255,0,1,"1","18",6,0,"2","2",5310,634,0,394,1,"13",1635,8,"3","2","7",0,NA,"3",NA,"2","6",0,1950,"4","2",0,0,"1","3",485,NA,"4",59,"5","2","1","2",0,50,"4",-0.0616130120497377,"1","4","4",485,NA,"14","3",1,2003,"4",25,1001,5,"6","2",0,"3",0,0,"3",28196100,0,"9",6,2006,"5","2",0,"3",0,1910,"1","1",117000
972,3,"5","5",NA,722,0,1,"1","24",8,36,"5","2",10991,0,0,100,2,"13",1571,5,"3","2","7",0,"3","2",NA,"3","6",1,2007,"2","2",0,0,"1","1",1571,NA,"3",89,"4","2","5","3",0,20,"3",1.03227350622617,"3","2","2",1571,NA,"14","1",3,2007,"1",49,1571,7,"6","1",0,"3",0,0,"5",120802081,80,"7",12,2007,"6","2",0,"3",0,2007,"1","4",239000
973,3,"5","5",NA,576,0,1,"1","20",6,50,"5","6",13072,0,1,0,1,"13",1158,5,"3","2","7",0,NA,"3",NA,"3","6",0,2006,"4","2",0,0,"1","3",1158,NA,"3",63,"4","2","5","6",941,20,"4",885479.510634163,"3","2","4",217,NA,"14","1",2,2004,"4",25,1158,5,"1","3",0,"3",0,1,"5",170877184,0,"7",5,2006,"6","2",0,"3",0,2004,"1","4",158000
974,4,"5","5",NA,487,0,1,"1","13",7,66,"5","2",14200,941,1,105,2,"9",2157,6,"3","2","7",0,"3","2","1","2","6",2,1966,"4","2",0,0,"1","1",924,NA,"4",88,"4","2","1","3",445,60,"4",198024.803395336,"6","2","4",479,NA,"9","1",2,1966,"4",64,1216,8,"5","2",0,"3",0,0,"5",201640000,309,"9",5,2006,"5","2",0,"3",0,1966,"1","4",226000
975,3,"5",NA,NA,0,0,1,"1","18",5,0,NA,NA,4388,0,0,0,1,"15",840,7,"1","2","7",0,"5","3",NA,"1","6",1,NA,"1","2",0,0,"1",NA,672,NA,"4",55,"5","2","5","2",116,45,"4",13455.5227289647,"2","2","4",556,NA,"15","1",0,1950,"1",25,840,5,"4","1",0,"4",0,0,"3",19254544,0,"9",6,2007,"5","2",0,"3",0,1930,"1","4",87000
976,3,"1","5",NA,352,0,1,"1","18",5,0,"2","2",5000,551,0,0,1,"14",1440,4,"3","1","7",0,NA,"3",NA,"1","6",0,1940,"4","2",0,0,"1","3",540,NA,"4",63,"5","2","1","3",0,50,"4",0.0367092046649717,"1","2","4",540,NA,"15","3",1,1950,"4",36,889,6,"6","2",0,"4",0,0,"5",2.5e+07,0,"9",4,2006,"5","2",77,"3",0,1900,"1","4",79000
977,3,"5","5",NA,433,1400,1,"1","13",6,0,"5","2",9120,0,0,0,1,"9",1261,6,"3","2","7",288,"5","3",NA,"2","6",1,1958,"4","2",0,0,"1","2",1261,"3","4",76,"4","2","5","3",662,20,"4",438244.644481876,"3","4","4",599,NA,"9","1",2,1958,"4",36,1261,6,"1","3",0,"4",0,1,"5",83174400,0,"9",11,2008,"5","2",0,"3",0,1958,"1","4",163000
978,3,"5","5",NA,309,0,1,"1","13",6,0,"5","2",9350,0,0,333,2,"7",1302,7,"3","2","3",0,NA,"2","3","2","1",0,1964,"4","2",0,0,"1","2",1302,NA,"3",85,"4","2","5","3",270,80,"4",72901.7481499595,"8","4","2",452,NA,"7","1",1,1991,"4",49,1302,7,"4","2",1,"3",580,0,"5",87422500,108,"6",10,2007,"5","2",0,"3",0,1964,"1","4",158000
979,2,"5","5",NA,672,0,1,"1","16",10,72,"5","2",15431,0,0,0,2,"13",2402,5,"3","2","7",170,"3","4",NA,"3","1",2,2008,"4","2",0,0,"1","1",3094,NA,"1",105,"4","2","5","3",1767,20,"1",3122290.49869026,"3","4","2",788,NA,"14","1",3,2008,"4",100,2402,10,"3","2",0,"1",539,1,"5",238115761,200,"9",4,2009,"5","2",0,"3",0,2008,"1","4",555000
980,3,"5","5",NA,689,0,1,"1","21",7,48,"5","2",9675,858,1,0,2,"13",1971,5,"3","2","7",0,"3","3",NA,"3","6",1,2005,"4","2",0,0,"1","2",1113,NA,"3",75,"4","2","5","3",341,60,"3",116279.911372244,"6","2","3",772,NA,"14","1",2,2005,"4",64,1113,8,"3","3",0,"3",0,0,"5",93605625,0,"9",2,2009,"5","2",0,"3",0,2005,"1","4",253000
981,2,"5",NA,NA,0,0,1,"1","8",5,200,NA,NA,9405,0,0,0,1,"13",698,9,"3","2","7",0,NA,"3",NA,"2","6",0,NA,"4","2",0,0,"1",NA,698,NA,"4",50,"4","2","5","3",0,20,"4",0.400643608395939,"3","4","4",698,NA,"14","1",0,2008,"4",16,698,4,"6","3",1,"4",0,0,"1",88454025,0,"9",6,2009,"5","2",0,"3",0,1947,"1","4",118000
982,4,"5","5",NA,576,0,1,"1","18",7,0,"5","6",7200,764,1,36,1,"14",1762,7,"1","2","7",0,NA,"3",NA,"1","6",0,1989,"4","2",0,0,"1","3",596,NA,"2",60,"5","2","1","3",0,70,"4",-0.390191949434523,"6","4","4",596,NA,"15","1",2,1950,"4",64,998,8,"6","3",0,"3",0,1,"5",51840000,0,"9",10,2006,"5","2",221,"3",0,1920,"1","4",157000
983,3,"5","5","1",216,0,1,"1","10",6,0,"5","6",10320,713,0,57,1,"9",1469,7,"3","2","7",0,NA,"3","3","2","6",0,1906,"4","2",0,0,"1","3",756,NA,"4",60,"5","2","5","3",0,50,"4",-1.00792284913935,"1","2","4",756,NA,"9","1",1,1995,"4",49,756,7,"6","1",0,"4",0,0,"5",106502400,0,"9",6,2008,"5","2",239,"3",0,1906,"1","4",135000
984,3,"5","5",NA,280,0,1,"1","13",5,0,"5","2",9920,0,0,0,1,"7",1063,5,"3","2","7",0,NA,"4","3","2","4",0,1954,"4","2",0,0,"1","2",1056,NA,"4",80,"4","2","5","3",354,20,"4",125316.643137974,"3","2","4",412,NA,"7","5",1,1954,"4",36,1063,6,"5","3",0,"4",290,1,"5",98406400,110,"9",2,2010,"5","2",164,"3",0,1954,"1","4",128000
985,2,"5","2","1",273,450,1,"1","18",4,0,"2","6",10800,0,0,0,1,"13",1047,7,"1","2","7",0,NA,"3",NA,"1","6",0,1954,"4","2",0,0,"1","3",641,"3","2",60,"5","2","5","3",0,30,"4",-0.717955735593433,"3","5","4",641,NA,"14","3",1,1995,"4",36,1047,6,"6","3",0,"4",0,0,"5",116640000,0,"9",8,2007,"5","2",0,"3",0,1885,"1","4",100000
986,3,"5","5",NA,398,0,1,"1","9",6,75,"5","2",7415,729,1,100,2,"13",1593,5,"3","2","7",0,"5","3",NA,"3","6",1,2004,"4","2",0,0,"1","1",839,NA,"4",62,"4","2","5","3",759,60,"4",576083.029564424,"6","2","4",80,NA,"14","1",2,2004,"1",64,864,8,"3","3",0,"4",0,1,"5",54982225,0,"9",4,2008,"5","2",0,"3",0,2004,"1","4",193000
987,3,"5","5",NA,550,0,1,"1","12",7,48,"5","2",12118,0,0,100,2,"13",1710,5,"3","2","7",180,"3","4",NA,"3","6",1,2004,"4","2",0,0,"1","1",1710,NA,"1",43,"4","2","2","3",0,20,"3",0.260471481853883,"3","4","3",1710,NA,"14","1",2,2005,"1",49,1710,7,"6","1",0,"3",0,0,"5",146845924,108,"9",4,2009,"5","2",0,"3",0,2004,"1","4",240000
988,2,"5","5",NA,632,0,1,"1","6",7,54,"5","2",7406,0,0,105,2,"13",1220,5,"3","2","7",0,NA,"4",NA,"3","6",0,2006,"4","2",0,0,"1","2",1199,NA,"3",64,"4","2","5","3",684,20,"3",467856.40451997,"3","2","1",515,NA,"14","1",2,2006,"4",36,1220,6,"3","3",0,"3",0,1,"5",54848836,84,"7",7,2006,"6","2",0,"3",0,2006,"1","4",194000
989,4,"5","5",NA,736,0,1,"1","16",9,21,"5","4",11924,1142,0,147,3,"15",2324,5,"3","2","7",0,"3","4",NA,"3","6",2,2005,"4","2",0,0,"1","1",1175,NA,"1",85,"4","2","5","3",998,60,"1",996005.071483195,"6","4","4",177,NA,"16","1",3,2006,"1",121,1182,11,"3","2",0,"1",0,1,"5",142181776,286,"7",7,2006,"6","2",0,"3",0,2005,"1","4",345000
990,5,"5","5",NA,205,0,1,"1","18",6,48,"2","6",9900,1032,0,0,2,"14",2210,4,"1","2","7",0,NA,"3",NA,"1","6",0,1930,"4","2",0,0,"1","3",1008,NA,"4",90,"5","2","5","3",0,70,"4",0.732518767438492,"6","2","3",1008,NA,"15","5",1,1950,"4",64,1178,8,"6","3",0,"2",0,0,"5",98010000,0,"9",5,2007,"5","3",0,"3",0,1880,"1","4",117500
991,3,"5","5",NA,871,0,1,"1","16",7,62,"5","4",10625,1040,1,320,2,"13",2046,5,"3","2","7",0,"3","2",NA,"3","6",1,2003,"4","2",0,0,"1","2",998,NA,"3",85,"4","2","5","3",866,60,"3",749955.253650042,"6","2","4",132,NA,"14","1",3,2004,"4",64,1006,8,"3","2",0,"3",0,1,"5",112890625,292,"9",8,2008,"5","2",0,"3",0,2003,"1","4",284000
